household_key,total_sales,total_baskets,total_purchase_days,first_purchase_day,last_purchase_day,coupon_discount_abs,deal_discount_abs,coupon_sales,deal_sales,coupon_baskets,deal_baskets,first_coupon_day,last_coupon_day,coupon_redemptions,redeemed_campaigns,coupon_user_flag,coupon_dependency_ratio,deal_dependency_ratio,pre_90d_sales,post_30d_sales,post_30d_baskets,post_60d_sales,post_60d_baskets,post_90d_sales,post_90d_baskets,full_price_post_90d_sales,deal_post_90d_sales,available_post_days,post_coupon_repeat_flag,full_price_after_coupon_flag,deal_only_after_coupon_flag,post_90d_incremental_vs_pre_90d,subsidy_efficiency,segment,recency_days,frequency_baskets,monetary_sales,avg_basket_value,deal_strategy_recommendation
104,6546.74,128,115,112,711,206.81,1754.68,437.92,4380.63,30.0,107,586.0,614.0,4.0,2.0,True,0.066891,0.669132,395.19,676.73,8.0,1470.9,17.0,2281.54,30.0,770.38,1511.16,125.0,True,True,False,1886.35,9.121174,Champions,0,128,6546.74,51.146406,Keep Deal
1764,11412.2,135,103,110,707,90.33,1592.57,192.08,5618.06,22.0,127,528.0,596.0,9.0,2.0,True,0.016831,0.492285,1397.76,870.69,13.0,1803.0,28.0,2917.81,43.0,1467.7,1450.11,183.0,True,True,False,1520.05,16.827743,Loyal Customers,4,135,11412.2,84.534815,Keep Deal
1566,10567.71,347,231,95,709,24.1,1143.24,44.57,4654.1,13.0,290,597.0,630.0,4.0,2.0,True,0.004218,0.440408,2238.72,989.42,30.0,2176.83,73.0,3273.14,105.0,1802.81,1470.33,114.0,True,True,False,1034.42,42.921992,Champions,2,347,10567.71,30.454496,Keep Deal
2130,6060.39,97,85,104,705,227.72,1231.26,454.91,3032.55,23.0,79,528.0,619.0,15.0,2.0,True,0.075063,0.500389,730.4,198.73,7.0,808.77,15.0,1538.46,23.0,643.38,895.08,183.0,True,True,False,808.06,3.548481,Big Spenders,6,97,6060.39,62.478247,Keep Deal
709,5536.4,156,147,46,706,15.8,1553.48,19.4,2580.26,9.0,147,617.0,617.0,1.0,1.0,True,0.003504,0.466054,356.4,359.64,8.0,785.66,16.0,1095.88,23.0,545.76,550.12,94.0,True,True,False,739.48,46.802532,Loyal Customers,5,156,5536.4,35.489744,Keep Deal
67,9618.9,227,189,103,709,287.89,2761.74,724.74,5826.2,72.0,202,431.0,691.0,33.0,7.0,True,0.075345,0.605703,594.84,281.02,3.0,622.54,11.0,1328.52,25.0,481.53,846.99,280.0,True,True,False,733.68,2.548473,Champions,2,227,9618.9,42.374009,Keep Deal
788,7514.2,295,182,63,709,98.7,2120.37,196.48,4452.79,33.0,233,227.0,685.0,10.0,3.0,True,0.026148,0.592583,838.84,864.1,23.0,1140.38,45.0,1562.92,60.0,722.23,840.69,484.0,True,True,False,724.08,7.33617,Champions,2,295,7514.2,25.471864,Keep Deal
1347,3360.34,131,109,63,706,10.75,398.33,27.15,1739.52,7.0,102,591.0,591.0,2.0,1.0,True,0.00808,0.517662,425.86,399.13,11.0,747.69,22.0,1133.91,33.0,573.19,560.72,120.0,True,True,False,708.05,65.865116,Loyal Customers,5,131,3360.34,25.65145,Keep Deal
437,5915.73,90,77,9,708,197.4,1150.35,574.07,3208.81,38.0,85,337.0,625.0,2.0,2.0,True,0.097041,0.54242,268.4,223.72,4.0,687.02,11.0,956.04,16.0,398.77,557.27,374.0,True,True,False,687.64,3.483485,Potential Loyalists,3,90,5915.73,65.730333,Keep Deal
920,5887.36,238,177,49,710,39.15,1110.19,61.68,3010.58,12.0,210,507.0,507.0,4.0,1.0,True,0.010477,0.511363,747.42,442.44,13.0,734.42,24.0,1426.33,36.0,720.05,706.28,204.0,True,True,False,678.91,17.341252,Champions,1,238,5887.36,24.736807,Keep Deal
354,8729.87,157,152,83,709,165.05,1420.15,366.36,3679.75,22.0,141,415.0,520.0,3.0,2.0,True,0.041966,0.421513,556.7,345.56,7.0,743.42,18.0,1224.17,27.0,723.42,500.75,296.0,True,True,False,667.47,4.044047,Champions,2,157,8729.87,55.604268,Keep Deal
934,10709.38,234,149,35,708,41.35,3440.52,86.0,6660.67,26.0,222,512.0,512.0,1.0,1.0,True,0.00803,0.621947,1201.96,570.68,19.0,1205.55,31.0,1858.06,46.0,718.99,1139.07,199.0,True,True,False,656.1,15.866989,Champions,3,234,10709.38,45.766581,Keep Deal
2334,11955.38,361,298,12,711,20.75,1839.01,18.55,5260.63,12.0,265,506.0,506.0,2.0,1.0,True,0.001552,0.440022,1277.96,681.19,11.0,1178.42,25.0,1928.6,46.0,1003.99,924.61,205.0,True,True,False,650.64,31.356145,Champions,0,361,11955.38,33.117396,Keep Deal
40,12907.89,400,303,75,710,27.3,1320.86,39.93,6158.18,14.0,352,505.0,638.0,14.0,3.0,True,0.003093,0.477086,1448.83,689.37,22.0,1354.35,42.0,2087.35,63.0,1037.51,1049.84,206.0,True,True,False,638.52,23.389011,Champions,1,400,12907.89,32.269725,Keep Deal
581,5060.44,146,129,50,700,7.0,1257.01,12.99,2933.72,4.0,137,449.0,449.0,1.0,1.0,True,0.002567,0.579736,1147.25,643.49,10.0,1527.27,28.0,1764.55,41.0,685.63,1078.92,262.0,True,True,False,617.3,88.185714,At Risk High Value,11,146,5060.44,34.660548,Keep Deal
2451,8335.74,192,176,26,707,245.79,2107.89,742.97,4609.92,60.0,169,325.0,598.0,23.0,7.0,True,0.089131,0.553031,594.63,338.65,7.0,777.78,20.0,1206.32,34.0,451.94,754.38,386.0,True,True,False,611.69,2.488669,Champions,4,192,8335.74,43.415312,Keep Deal
1228,14503.89,797,469,10,711,274.79,2503.73,326.07,9672.8,39.0,696,426.0,624.0,6.0,3.0,True,0.022482,0.666911,1618.28,508.7,32.0,1248.93,66.0,2225.77,99.0,615.89,1609.88,285.0,True,True,False,607.49,2.210743,Champions,0,797,14503.89,18.198105,Keep Deal
1475,14855.21,339,262,110,710,48.49,2501.2,158.74,7922.03,22.0,279,439.0,600.0,13.0,3.0,True,0.010686,0.533283,1914.89,683.72,19.0,1724.65,50.0,2504.23,70.0,1044.96,1459.27,272.0,True,True,False,589.34,12.153846,Champions,1,339,14855.21,43.820678,Keep Deal
1197,7988.73,160,133,50,705,315.63,1282.19,665.88,4454.96,27.0,138,522.0,662.0,21.0,3.0,True,0.083352,0.557656,1070.51,304.87,10.0,1022.4,20.0,1646.43,31.0,569.84,1076.59,189.0,True,True,False,575.92,1.824668,Loyal Customers,6,160,7988.73,49.929562,Keep Deal
630,7746.27,206,179,4,711,116.9,2805.28,350.78,6369.18,39.0,193,424.0,600.0,7.0,3.0,True,0.045284,0.822225,934.31,416.25,6.0,708.44,14.0,1478.35,27.0,259.09,1219.26,287.0,True,True,False,544.04,4.653892,Champions,0,206,7746.27,37.603252,Keep Deal
387,5697.25,131,114,97,704,32.5,782.02,88.77,1820.9,6.0,90,517.0,517.0,1.0,1.0,True,0.015581,0.31961,588.7,264.91,5.0,561.75,9.0,1130.92,20.0,737.06,393.86,194.0,True,True,False,542.22,16.683692,Loyal Customers,7,131,5697.25,43.490458,Keep Deal
1937,6742.44,158,134,39,704,36.75,1119.17,45.77,3108.29,23.0,137,256.0,655.0,17.0,5.0,True,0.006788,0.461004,329.81,434.83,8.0,586.95,14.0,870.23,21.0,455.22,415.01,455.0,True,True,False,540.42,14.705306,Loyal Customers,7,158,6742.44,42.673671,Keep Deal
679,6494.31,262,180,18,709,214.76,1039.62,367.51,2976.34,45.0,188,418.0,511.0,4.0,2.0,True,0.05659,0.4583,912.18,646.48,24.0,1175.86,52.0,1451.75,70.0,738.83,712.92,293.0,True,True,False,539.57,2.512432,Champions,2,262,6494.31,24.787443,Keep Deal
46,8433.43,137,117,14,711,19.97,1543.42,15.98,4064.96,10.0,119,419.0,419.0,2.0,1.0,True,0.001895,0.482006,919.93,689.44,11.0,1079.76,15.0,1454.29,23.0,699.98,754.31,292.0,True,True,False,534.36,26.758137,Champions,0,137,8433.43,61.557883,Keep Deal
1995,15332.43,154,141,118,711,27.5,2507.89,63.58,7986.31,18.0,149,516.0,625.0,7.0,2.0,True,0.004147,0.520877,2266.13,1077.88,9.0,1842.89,17.0,2787.17,27.0,1405.22,1381.95,195.0,True,True,False,521.04,18.946909,Champions,0,154,15332.43,99.561234,Keep Deal
2041,6406.99,152,126,115,710,17.25,1069.53,21.78,3148.84,9.0,137,427.0,427.0,1.0,1.0,True,0.003399,0.491469,983.16,459.77,8.0,1074.48,22.0,1503.92,38.0,785.29,718.63,284.0,True,True,False,520.76,30.188986,Champions,1,152,6406.99,42.15125,Keep Deal
718,19299.86,599,375,1,707,415.08,4205.57,929.57,15015.7,129.0,539,239.0,600.0,5.0,5.0,True,0.048165,0.778021,1971.22,684.67,18.0,1487.02,37.0,2488.55,57.0,433.25,2055.3,472.0,True,True,False,517.33,1.246338,Loyal Customers,4,599,19299.86,32.220134,Keep Deal
979,12854.66,205,172,24,710,492.23,3354.31,838.13,7796.12,87.0,188,237.0,669.0,28.0,8.0,True,0.0652,0.606482,967.17,471.63,7.0,965.1,14.0,1478.31,21.0,618.1,860.21,474.0,True,True,False,511.14,1.038417,Champions,1,205,12854.66,62.705659,Keep Deal
1081,10201.55,139,124,70,699,30.73,1269.86,109.26,3541.33,8.0,120,548.0,548.0,2.0,1.0,True,0.01071,0.347136,1112.08,449.8,5.0,1033.35,12.0,1619.85,15.0,1117.5,502.35,163.0,True,True,False,507.77,16.523593,At Risk High Value,12,139,10201.55,73.392446,Keep Deal
518,4926.37,153,137,90,706,156.09,1267.13,408.03,2919.51,37.0,140,431.0,606.0,5.0,3.0,True,0.082826,0.592629,694.83,233.58,7.0,960.7,23.0,1197.25,30.0,463.04,734.21,280.0,True,True,False,502.42,3.218784,Loyal Customers,5,153,4926.37,32.198497,Keep Deal
1762,15360.14,344,275,93,711,57.37,2731.75,155.16,9708.64,34.0,326,436.0,620.0,5.0,2.0,True,0.010101,0.632067,1968.69,723.28,16.0,1742.54,31.0,2468.5,44.0,899.69,1568.81,275.0,True,True,False,499.81,8.712045,Champions,0,344,15360.14,44.65157,Keep Deal
2489,9403.42,139,125,69,702,518.59,2178.04,1228.3,5345.5,29.0,128,357.0,698.0,28.0,6.0,True,0.130623,0.568463,1330.54,486.63,9.0,1125.6,19.0,1830.15,28.0,969.74,860.41,354.0,True,True,False,499.61,0.963401,Loyal Customers,9,139,9403.42,67.650504,Keep Deal
1430,20352.99,344,232,76,711,57.49,2494.61,60.18,10954.02,18.0,298,418.0,418.0,1.0,1.0,True,0.002957,0.538202,3029.71,1097.36,15.0,2255.26,28.0,3521.49,45.0,1601.46,1920.03,293.0,True,True,False,491.78,8.554183,Champions,0,344,20352.99,59.165669,Keep Deal
1451,6700.05,260,209,114,710,225.43,1677.67,548.76,4489.39,45.0,219,384.0,634.0,12.0,4.0,True,0.081904,0.670053,804.87,285.07,19.0,747.73,36.0,1295.45,57.0,344.69,950.76,327.0,True,True,False,490.58,2.176197,Champions,1,260,6700.05,25.769423,Keep Deal
1541,7743.35,102,99,115,705,156.59,986.29,538.41,3177.06,41.0,95,438.0,691.0,6.0,4.0,True,0.069532,0.410295,525.91,129.02,4.0,375.6,11.0,997.17,15.0,560.58,436.59,273.0,True,True,False,471.26,3.009515,Loyal Customers,6,102,7743.35,75.915196,Keep Deal
1098,9500.7,449,281,50,711,241.87,1985.75,324.65,6556.25,100.0,423,234.0,627.0,16.0,4.0,True,0.034171,0.690081,1025.34,479.85,17.0,1052.13,41.0,1489.83,59.0,474.69,1015.14,477.0,True,True,False,464.49,1.920412,Champions,0,449,9500.7,21.159688,Keep Deal
1648,5250.36,116,95,60,684,220.49,1317.14,402.88,3551.05,13.0,99,428.0,606.0,5.0,2.0,True,0.076734,0.676344,965.33,746.01,16.0,1038.8,27.0,1422.35,31.0,423.58,998.77,283.0,True,True,False,457.02,2.072747,At Risk High Value,27,116,5250.36,45.261724,Keep Deal
908,6097.47,199,178,92,707,13.09,1562.62,35.59,3617.64,9.0,181,608.0,608.0,2.0,1.0,True,0.005837,0.593302,388.01,321.86,8.0,594.93,13.0,844.91,24.0,391.97,452.94,103.0,True,True,False,456.9,34.904507,Loyal Customers,4,199,6097.47,30.640553,Keep Deal
2280,12332.91,228,165,51,708,133.62,3175.24,489.01,6946.44,53.0,211,225.0,659.0,13.0,7.0,True,0.039651,0.563244,1240.13,551.25,13.0,1058.61,21.0,1692.03,32.0,650.17,1041.86,486.0,True,True,False,451.9,3.381979,Champions,3,228,12332.91,54.091711,Keep Deal
1064,3074.68,44,43,108,708,61.43,866.54,128.5,1822.44,14.0,39,430.0,610.0,5.0,2.0,True,0.041793,0.592725,242.89,314.17,2.0,513.36,5.0,690.31,8.0,446.84,243.47,281.0,True,True,False,447.42,7.283412,Potential Loyalists,3,44,3074.68,69.879091,Keep Deal
68,4960.77,553,311,5,706,45.89,1014.79,125.22,3567.09,29.0,489,333.0,333.0,1.0,1.0,True,0.025242,0.71906,543.14,443.09,16.0,717.07,51.0,977.0,83.0,380.54,596.46,378.0,True,True,False,433.86,9.454347,Loyal Customers,5,553,4960.77,8.970651,Keep Deal
740,6644.85,113,108,112,711,4.0,1260.14,14.24,3116.05,4.0,106,598.0,598.0,2.0,1.0,True,0.002143,0.468942,761.61,387.58,6.0,748.65,11.0,1193.6,21.0,619.17,574.43,113.0,True,True,False,431.99,107.9975,Champions,0,113,6644.85,58.803982,Keep Deal
560,7290.9,326,258,15,711,16.79,1001.15,33.8,3668.44,5.0,250,554.0,585.0,3.0,1.0,True,0.004636,0.503153,864.57,145.06,9.0,637.78,28.0,1290.97,41.0,590.67,700.3,157.0,True,True,False,426.4,25.396069,Champions,0,326,7290.9,22.364724,Keep Deal
1397,5707.6,283,241,99,708,59.82,981.22,144.65,2370.71,33.0,244,615.0,615.0,1.0,1.0,True,0.025343,0.41536,859.34,588.51,17.0,882.48,30.0,1282.6,51.0,778.92,503.68,96.0,True,True,False,423.26,7.07556,Champions,3,283,5707.6,20.168198,Keep Deal
334,4827.8,466,278,28,711,96.99,1439.23,237.17,3380.41,30.0,394,231.0,545.0,6.0,2.0,True,0.049126,0.700197,468.46,178.86,20.0,459.79,50.0,889.83,79.0,247.9,641.93,480.0,True,True,False,421.37,4.344469,Champions,0,466,4827.8,10.360086,Keep Deal
523,5731.87,277,229,82,710,48.02,646.08,133.65,2635.53,25.0,234,594.0,594.0,1.0,1.0,True,0.023317,0.459803,1288.17,731.14,35.0,1265.89,58.0,1703.95,78.0,836.59,867.36,117.0,True,True,False,415.78,8.658476,Champions,1,277,5731.87,20.692671,Keep Deal
725,4828.58,133,122,88,711,8.5,1608.03,12.88,2974.64,3.0,127,533.0,533.0,5.0,1.0,True,0.002667,0.616049,376.77,394.37,3.0,629.1,10.0,792.21,13.0,260.83,531.38,178.0,True,True,False,415.44,48.875294,Champions,0,133,4828.58,36.305113,Keep Deal
1975,17548.27,363,285,46,710,266.78,1892.38,769.79,6442.84,69.0,302,236.0,681.0,6.0,4.0,True,0.043867,0.36715,2095.76,663.18,14.0,1678.71,27.0,2510.19,44.0,1800.12,710.07,475.0,True,True,False,414.43,1.553452,Champions,1,363,17548.27,48.342342,Keep Deal
577,4399.53,39,37,113,707,34.08,506.58,56.07,1668.23,10.0,33,545.0,545.0,1.0,1.0,True,0.012745,0.379184,229.2,0.0,0.0,398.62,2.0,631.76,4.0,349.49,282.27,166.0,True,True,False,402.56,11.812207,Needs Attention,4,39,4399.53,112.808462,Keep Deal
279,1816.62,53,43,77,655,24.3,422.23,74.51,1159.8,12.0,47,421.0,421.0,1.0,1.0,True,0.041016,0.638438,155.95,158.17,7.0,498.35,13.0,550.75,15.0,148.07,402.68,290.0,True,True,False,394.8,16.246914,Hibernating,56,53,1816.62,34.275849,Keep Deal
805,5565.47,304,226,11,710,43.5,1368.41,141.69,3497.22,24.0,265,507.0,633.0,10.0,3.0,True,0.025459,0.628378,436.06,113.76,7.0,387.49,25.0,828.82,46.0,176.78,652.04,204.0,True,True,False,392.76,9.028966,Champions,1,304,5565.47,18.307467,Keep Deal
101,6651.58,242,163,116,708,55.89,2142.56,263.74,4360.59,12.0,167,526.0,636.0,5.0,2.0,True,0.039651,0.655572,723.84,184.91,7.0,580.9,18.0,1114.08,37.0,253.58,860.5,185.0,True,True,False,390.24,6.982287,Champions,3,242,6651.58,27.485868,Keep Deal
249,2823.23,137,117,79,704,59.0,545.14,373.41,1526.56,17.0,116,510.0,510.0,1.0,1.0,True,0.132263,0.540714,383.27,151.55,9.0,426.33,19.0,772.41,34.0,339.13,433.28,201.0,True,True,False,389.14,6.595593,Loyal Customers,7,137,2823.23,20.607518,Keep Deal
2494,2120.93,35,31,114,702,20.29,462.27,30.33,1230.54,5.0,35,633.0,635.0,5.0,1.0,True,0.0143,0.580189,135.55,123.88,2.0,368.93,5.0,514.22,7.0,172.52,341.7,78.0,True,True,False,378.67,18.662888,Needs Attention,9,35,2120.93,60.598,Keep Deal
346,5351.41,124,119,87,706,4.0,893.5,0.0,2144.65,3.0,113,508.0,508.0,1.0,1.0,True,0.0,0.400764,953.03,248.49,7.0,489.7,12.0,1331.29,16.0,986.12,345.17,203.0,True,True,False,378.26,94.565,Loyal Customers,5,124,5351.41,43.156532,Keep Deal
2475,5079.02,124,119,88,685,56.42,827.6,160.89,2500.82,14.0,112,513.0,602.0,2.0,2.0,True,0.031677,0.492382,537.46,234.6,8.0,518.6,14.0,913.6,22.0,378.13,535.47,198.0,True,True,False,376.14,6.666785,At Risk High Value,26,124,5079.02,40.959839,Keep Deal
864,7892.97,109,105,21,711,64.73,1397.67,131.27,3521.78,19.0,105,433.0,614.0,12.0,3.0,True,0.016631,0.446192,869.39,366.71,4.0,757.21,9.0,1243.69,16.0,813.33,430.36,278.0,True,True,False,374.3,5.782481,Champions,0,109,7892.97,72.412569,Keep Deal
1017,3436.26,63,60,29,701,25.48,594.46,65.34,1593.76,11.0,60,575.0,575.0,1.0,1.0,True,0.019015,0.463807,405.39,55.42,2.0,622.98,7.0,774.17,12.0,415.79,358.38,136.0,True,True,False,368.78,14.473312,At Risk High Value,10,63,3436.26,54.54381,Keep Deal
1247,6639.95,123,111,108,709,17.68,1182.0,29.66,2801.45,8.0,111,420.0,505.0,4.0,2.0,True,0.004467,0.421908,904.58,448.29,10.0,866.06,15.0,1267.16,21.0,720.85,546.31,291.0,True,True,False,362.58,20.507919,Champions,2,123,6639.95,53.983333,Keep Deal
1957,1994.23,44,43,33,684,19.0,321.68,53.53,846.96,6.0,36,593.0,628.0,6.0,1.0,True,0.026842,0.424705,153.34,267.64,4.0,390.85,6.0,506.76,8.0,278.23,228.53,118.0,True,True,False,353.42,18.601053,Hibernating,27,44,1994.23,45.323409,Keep Deal
2347,3232.55,93,80,85,711,26.5,681.99,66.99,1838.8,8.0,84,626.0,626.0,1.0,1.0,True,0.020724,0.568839,507.0,166.57,4.0,528.02,14.0,855.6,23.0,354.62,500.98,85.0,True,True,False,348.6,13.154717,Potential Loyalists,0,93,3232.55,34.758602,Keep Deal
1921,1460.12,104,94,105,647,14.1,608.44,21.47,1048.44,10.0,91,374.0,630.0,3.0,2.0,True,0.014704,0.718051,51.32,52.48,5.0,220.01,15.0,399.54,24.0,90.07,309.47,337.0,True,True,False,348.22,24.696454,At Risk High Value,64,104,1460.12,14.039615,Keep Deal
1707,6580.49,749,389,16,709,70.29,1074.46,189.49,3481.12,23.0,465,494.0,494.0,1.0,1.0,True,0.028796,0.529006,453.53,412.54,30.0,689.95,58.0,800.69,71.0,332.43,468.26,217.0,True,True,False,347.16,4.938967,Champions,2,749,6580.49,8.785701,Keep Deal
605,5856.38,128,111,49,708,129.4,966.53,286.93,3592.18,46.0,120,427.0,606.0,8.0,4.0,True,0.048994,0.613379,905.5,640.66,12.0,1179.45,23.0,1241.38,25.0,440.83,800.55,284.0,True,True,False,335.88,2.595672,Champions,3,128,5856.38,45.752969,Keep Deal
983,3807.15,196,170,64,711,54.75,892.36,152.22,2020.66,21.0,157,613.0,613.0,2.0,1.0,True,0.039983,0.530754,513.07,292.33,11.0,666.77,31.0,831.36,42.0,420.53,410.83,98.0,True,True,False,318.29,5.813516,Champions,0,196,3807.15,19.424235,Keep Deal
324,8554.87,150,115,48,711,52.9,907.9,151.56,3955.58,12.0,139,259.0,259.0,1.0,1.0,True,0.017716,0.462378,1161.31,484.9,7.0,968.21,16.0,1478.2,23.0,945.06,533.14,452.0,True,True,False,316.89,5.990359,Champions,0,150,8554.87,57.032467,Keep Deal
1462,4830.0,120,114,89,704,10.89,929.86,25.54,2560.95,7.0,100,601.0,601.0,1.0,1.0,True,0.005288,0.530217,628.58,333.58,8.0,704.6,15.0,945.32,19.0,467.27,478.05,110.0,True,True,False,316.74,29.085399,Loyal Customers,7,120,4830.0,40.25,Keep Deal
13,13190.92,275,203,101,709,386.12,2013.31,1363.93,9318.31,70.0,242,396.0,651.0,21.0,7.0,True,0.103399,0.706419,1531.0,600.8,13.0,1062.72,21.0,1843.13,35.0,478.97,1364.16,315.0,True,True,False,312.13,0.808376,Champions,2,275,13190.92,47.966982,Keep Deal
1985,8605.36,156,141,41,711,29.4,1222.93,108.9,4184.97,6.0,141,544.0,544.0,3.0,1.0,True,0.012655,0.486321,1104.07,524.51,9.0,990.26,18.0,1415.35,24.0,639.02,776.33,167.0,True,True,False,311.28,10.587755,Champions,0,156,8605.36,55.162564,Keep Deal
80,3002.09,94,85,53,694,27.4,873.91,74.67,1991.6,9.0,86,612.0,612.0,1.0,1.0,True,0.024873,0.663404,383.96,394.82,9.0,517.34,15.0,690.95,21.0,241.48,449.47,99.0,True,True,False,306.99,11.204015,At Risk High Value,17,94,3002.09,31.937128,Keep Deal
1024,9448.75,145,120,75,707,69.98,2102.03,265.07,4986.7,23.0,129,421.0,421.0,1.0,1.0,True,0.028053,0.527763,1460.01,436.38,7.0,1082.49,19.0,1765.8,28.0,870.16,895.64,290.0,True,True,False,305.79,4.369677,Loyal Customers,4,145,9448.75,65.163793,Keep Deal
243,8074.12,250,207,59,710,15.9,847.48,38.4,3817.2,10.0,217,417.0,521.0,4.0,2.0,True,0.004756,0.47277,1004.98,338.5,10.0,893.1,25.0,1308.47,36.0,680.37,628.1,294.0,True,True,False,303.49,19.087421,Champions,1,250,8074.12,32.29648,Keep Deal
2374,6249.35,82,77,12,683,90.05,1348.72,251.08,2925.45,21.0,78,518.0,640.0,7.0,2.0,True,0.040177,0.468121,823.5,254.84,4.0,767.1,7.0,1126.79,12.0,603.81,522.98,193.0,True,True,False,303.29,3.368018,Big Spenders,28,82,6249.35,76.211585,Keep Deal
2158,3194.17,131,107,94,709,95.39,688.77,219.06,2315.73,29.0,115,603.0,631.0,6.0,1.0,True,0.068581,0.724986,296.39,274.33,9.0,330.79,11.0,596.75,18.0,168.9,427.85,108.0,True,True,False,300.36,3.148758,Champions,2,131,3194.17,24.382977,Keep Deal
2094,3055.52,75,73,57,708,2.0,693.96,5.88,1592.38,1.0,73,593.0,593.0,3.0,1.0,True,0.001924,0.521149,386.04,125.71,4.0,294.4,8.0,685.59,14.0,328.23,357.36,118.0,True,True,False,299.55,149.775,Potential Loyalists,3,75,3055.52,40.740267,Keep Deal
1299,5959.57,192,135,46,711,169.65,1669.88,344.59,3966.41,46.0,167,361.0,421.0,6.0,2.0,True,0.057821,0.665553,555.71,197.5,7.0,738.97,25.0,853.31,32.0,262.09,591.22,350.0,True,True,False,297.6,1.7542,Champions,0,192,5959.57,31.039427,Keep Deal
2085,12894.57,359,255,54,711,40.69,2955.05,110.72,7137.77,14.0,313,412.0,531.0,8.0,2.0,True,0.008587,0.553549,1943.81,646.44,15.0,1297.43,32.0,2232.09,51.0,1164.01,1068.08,299.0,True,True,False,288.28,7.084787,Champions,0,359,12894.57,35.918022,Keep Deal
764,3196.78,112,90,118,703,32.53,901.07,66.65,1938.67,11.0,106,515.0,519.0,3.0,1.0,True,0.020849,0.606445,433.19,263.85,11.0,569.91,25.0,720.9,34.0,257.37,463.53,196.0,True,True,False,287.71,8.844451,Loyal Customers,8,112,3196.78,28.542679,Keep Deal
1491,5635.97,289,257,82,710,4.4,781.22,8.42,2301.5,5.0,233,563.0,563.0,1.0,1.0,True,0.001494,0.408359,565.84,263.27,8.0,493.9,19.0,849.62,30.0,452.07,397.55,148.0,True,True,False,283.78,64.495455,Champions,1,289,5635.97,19.501626,Keep Deal
2231,4400.26,94,85,15,709,138.96,613.91,461.29,2077.41,23.0,87,593.0,620.0,4.0,2.0,True,0.104832,0.472111,410.89,268.29,3.0,376.87,5.0,692.29,10.0,312.56,379.73,118.0,True,True,False,281.4,2.025043,Potential Loyalists,2,94,4400.26,46.811277,Keep Deal
1653,19153.75,541,373,90,710,40.38,4302.85,78.14,11555.93,23.0,493,600.0,600.0,1.0,1.0,True,0.00408,0.603325,2868.44,1436.86,33.0,2262.19,55.0,3148.46,86.0,1067.14,2081.32,111.0,True,True,False,280.02,6.934621,Champions,1,541,19153.75,35.404344,Keep Deal
2375,2841.4,114,95,1,705,32.6,500.39,93.44,1314.6,5.0,82,529.0,591.0,9.0,2.0,True,0.032885,0.462659,251.71,121.05,7.0,236.27,17.0,531.5,28.0,294.98,236.52,182.0,True,True,False,279.79,8.582515,Loyal Customers,6,114,2841.4,24.924561,Keep Deal
139,3073.33,83,72,75,710,42.05,526.89,65.4,1403.82,15.0,75,522.0,621.0,9.0,2.0,True,0.02128,0.456775,322.56,245.89,7.0,465.98,12.0,597.44,16.0,306.33,291.11,189.0,True,True,False,274.88,6.53698,Potential Loyalists,1,83,3073.33,37.028072,Keep Deal
1488,3246.92,76,71,95,692,38.78,752.4,207.6,1841.04,16.0,69,513.0,601.0,6.0,3.0,True,0.063938,0.567011,293.66,276.44,5.0,397.45,8.0,568.47,12.0,263.8,304.67,198.0,True,True,False,274.81,7.086385,At Risk High Value,19,76,3246.92,42.722632,Keep Deal
807,4014.02,123,99,26,704,28.99,1087.06,43.46,2561.53,15.0,118,610.0,648.0,5.0,2.0,True,0.010827,0.638146,311.39,98.28,3.0,523.88,17.0,582.99,20.0,152.69,430.3,101.0,True,True,False,271.6,9.368748,Loyal Customers,7,123,4014.02,32.634309,Keep Deal
2380,5018.78,177,145,79,708,135.31,1600.67,310.79,4069.05,58.0,167,415.0,636.0,19.0,4.0,True,0.061925,0.810765,707.53,366.03,12.0,684.56,23.0,977.48,33.0,203.35,774.13,296.0,True,True,False,269.95,1.995048,Champions,3,177,5018.78,28.354689,Keep Deal
911,3696.76,75,71,83,691,8.5,457.53,12.8,1377.4,5.0,70,544.0,593.0,2.0,2.0,True,0.003462,0.372597,497.69,255.74,4.0,497.77,8.0,761.62,13.0,500.81,260.81,167.0,True,True,False,263.93,31.050588,At Risk High Value,20,75,3696.76,49.290133,Keep Deal
1917,6788.0,291,259,8,711,39.59,1203.66,36.95,3146.58,23.0,262,396.0,665.0,7.0,3.0,True,0.005443,0.46355,674.93,150.35,12.0,633.75,28.0,935.63,44.0,547.56,388.07,315.0,True,True,False,260.7,6.584996,Champions,0,291,6788.0,23.32646,Keep Deal
353,3799.2,125,114,118,700,9.7,575.98,19.66,1499.56,7.0,101,422.0,596.0,2.0,2.0,True,0.005175,0.394704,294.68,147.47,5.0,398.68,16.0,553.27,22.0,382.97,170.3,289.0,True,True,False,258.59,26.658763,At Risk High Value,11,125,3799.2,30.3936,Keep Deal
1012,2342.51,121,99,59,673,3.0,413.79,2.14,1263.35,2.0,86,525.0,525.0,1.0,1.0,True,0.000914,0.539315,178.8,42.19,3.0,372.05,11.0,435.11,12.0,217.97,217.14,186.0,True,True,False,256.31,85.436667,At Risk High Value,38,121,2342.51,19.359587,Keep Deal
