household_key,total_sales,total_baskets,total_purchase_days,first_purchase_day,last_purchase_day,coupon_discount_abs,deal_discount_abs,coupon_sales,deal_sales,coupon_baskets,deal_baskets,first_coupon_day,last_coupon_day,coupon_redemptions,redeemed_campaigns,coupon_user_flag,coupon_dependency_ratio,deal_dependency_ratio,pre_90d_sales,post_30d_sales,post_30d_baskets,post_60d_sales,post_60d_baskets,post_90d_sales,post_90d_baskets,full_price_post_90d_sales,deal_post_90d_sales,available_post_days,post_coupon_repeat_flag,full_price_after_coupon_flag,deal_only_after_coupon_flag,post_90d_incremental_vs_pre_90d,subsidy_efficiency,segment,recency_days,frequency_baskets,monetary_sales,avg_basket_value,deal_strategy_recommendation
1845,12647.61,151,144,50,711,17.49,1510.27,60.21,4544.07,9.0,142,506.0,506.0,2.0,1.0,True,0.004761,0.359283,1100.78,261.84,7.0,817.53,15.0,1018.24,20.0,710.53,307.71,205.0,True,True,False,-82.54,-4.719268,Champions,0,151,12647.61,83.759007,Test Smaller Deal
1618,4562.48,99,88,118,711,142.25,622.47,537.05,2585.21,41.0,93,418.0,621.0,8.0,3.0,True,0.11771,0.566624,754.04,198.97,5.0,360.7,10.0,668.85,16.0,251.49,417.36,293.0,True,True,False,-85.19,-0.598875,Champions,0,99,4562.48,46.085657,Test Smaller Deal
1839,1764.15,99,94,117,708,44.75,229.97,208.5,861.55,25.0,84,614.0,623.0,2.0,1.0,True,0.118187,0.488366,409.47,138.5,9.0,217.83,17.0,323.01,24.0,106.8,216.21,97.0,True,True,False,-86.46,-1.932067,Loyal Customers,3,99,1764.15,17.819697,Test Smaller Deal
1528,8086.55,239,200,54,711,6.98,1635.38,20.44,4354.93,4.0,232,428.0,428.0,1.0,1.0,True,0.002528,0.53854,1212.14,399.19,7.0,809.12,16.0,1124.76,26.0,537.23,587.53,283.0,True,True,False,-87.38,-12.518625,Champions,0,239,8086.55,33.834937,Test Smaller Deal
650,1415.65,78,71,6,695,1.7,395.74,4.5,777.76,2.0,65,507.0,507.0,1.0,1.0,True,0.003179,0.549401,100.1,3.38,2.0,3.38,2.0,10.04,3.0,2.38,7.66,204.0,True,True,False,-90.06,-52.976471,Needs Attention,16,78,1415.65,18.149359,Stop Subsidy
1831,5562.06,166,144,104,701,118.07,1122.04,302.3,3497.97,31.0,144,323.0,606.0,9.0,3.0,True,0.05435,0.628898,564.27,144.19,4.0,307.71,8.0,469.54,15.0,146.87,322.67,388.0,True,True,False,-94.73,-0.802321,At Risk High Value,10,166,5562.06,33.506386,Test Smaller Deal
22,6256.04,136,119,25,711,75.84,880.52,200.53,3196.72,37.0,132,228.0,642.0,25.0,7.0,True,0.032054,0.510981,720.49,179.51,4.0,419.73,8.0,625.35,13.0,337.22,288.13,483.0,True,True,False,-95.14,-1.254483,Champions,0,136,6256.04,46.000294,Test Smaller Deal
1963,2542.45,50,49,71,704,22.8,441.0,53.37,1275.84,12.0,48,433.0,442.0,4.0,1.0,True,0.020992,0.501815,215.94,56.2,2.0,80.84,4.0,119.77,5.0,43.68,76.09,278.0,True,True,False,-96.17,-4.217982,Needs Attention,7,50,2542.45,50.849,Test Smaller Deal
2260,7456.64,133,117,54,707,10.7,843.1,33.54,4141.17,6.0,123,646.0,646.0,4.0,1.0,True,0.004498,0.555367,509.17,119.46,4.0,294.7,9.0,412.4,10.0,90.25,322.15,65.0,True,True,False,-96.77,-9.043925,Champions,4,133,7456.64,56.064962,Test Smaller Deal
2148,3263.92,124,120,54,711,22.0,928.76,74.94,1800.36,13.0,116,340.0,638.0,2.0,2.0,True,0.02296,0.551594,366.87,4.02,1.0,110.33,7.0,269.75,16.0,105.86,163.89,371.0,True,True,False,-97.12,-4.414545,Champions,0,124,3263.92,26.321935,Test Smaller Deal
361,8747.1,217,201,4,711,26.89,2050.35,50.35,5251.02,16.0,198,510.0,609.0,6.0,2.0,True,0.005756,0.600316,1135.66,358.46,6.0,716.16,15.0,1036.34,24.0,422.64,613.7,201.0,True,True,False,-99.32,-3.693566,Champions,0,217,8747.1,40.309217,Test Smaller Deal
2185,8550.73,106,97,7,710,38.6,824.69,160.44,3452.49,14.0,100,517.0,517.0,3.0,1.0,True,0.018763,0.403766,819.4,220.09,5.0,445.22,7.0,718.76,9.0,357.52,361.24,194.0,True,True,False,-100.64,-2.607254,Champions,1,106,8550.73,80.667264,Test Smaller Deal
1508,1849.2,81,78,44,669,20.8,527.46,105.15,1216.02,9.0,78,514.0,514.0,4.0,1.0,True,0.056862,0.657592,246.6,38.81,4.0,106.92,8.0,144.24,11.0,44.97,99.27,197.0,True,True,False,-102.36,-4.921154,Needs Attention,42,81,1849.2,22.82963,Test Smaller Deal
1113,4391.3,176,159,71,710,74.89,1122.64,227.54,2366.38,37.0,160,431.0,632.0,5.0,3.0,True,0.051816,0.538879,568.99,59.38,4.0,214.34,8.0,465.41,16.0,215.98,249.43,280.0,True,True,False,-103.58,-1.383095,Champions,1,176,4391.3,24.950568,Test Smaller Deal
2011,1367.34,104,102,57,710,1.0,326.51,0.0,716.61,1.0,75,505.0,505.0,2.0,1.0,True,0.0,0.524091,278.22,72.96,4.0,122.85,8.0,174.21,11.0,62.78,111.43,206.0,True,True,False,-104.01,-104.01,Loyal Customers,1,104,1367.34,13.1475,Test Smaller Deal
164,4272.41,116,103,116,708,36.76,1092.09,67.34,2516.15,15.0,104,597.0,634.0,6.0,1.0,True,0.015762,0.58893,725.4,196.78,9.0,409.47,15.0,621.18,22.0,268.62,352.56,114.0,True,True,False,-104.22,-2.835147,Champions,3,116,4272.41,36.831121,Test Smaller Deal
1869,3630.62,119,108,74,711,63.44,1057.95,158.13,2246.6,24.0,108,524.0,656.0,5.0,3.0,True,0.043555,0.618792,520.99,115.5,5.0,294.47,12.0,413.65,14.0,108.49,305.16,187.0,True,True,False,-107.34,-1.691992,Champions,0,119,3630.62,30.509412,Test Smaller Deal
906,7048.71,382,290,52,711,19.24,1392.88,14.3,4843.71,16.0,351,652.0,652.0,1.0,1.0,True,0.002029,0.687177,574.17,244.1,16.0,464.45,30.0,464.45,30.0,155.0,309.45,59.0,True,True,False,-109.72,-5.702703,Champions,0,382,7048.71,18.45212,Test Smaller Deal
2324,2671.77,146,132,3,703,95.72,594.61,222.74,1437.25,21.0,112,451.0,627.0,5.0,3.0,True,0.083368,0.537939,473.42,69.71,4.0,230.16,10.0,360.86,15.0,139.4,221.46,260.0,True,True,False,-112.56,-1.17593,Loyal Customers,8,146,2671.77,18.299795,Test Smaller Deal
2100,3185.31,71,57,110,709,24.47,1299.02,56.08,2348.48,12.0,71,536.0,590.0,15.0,2.0,True,0.017606,0.737285,561.41,91.79,2.0,223.61,4.0,446.79,8.0,104.55,342.24,175.0,True,True,False,-114.62,-4.684103,Potential Loyalists,2,71,3185.31,44.863521,Test Smaller Deal
2171,4031.08,107,99,105,709,72.07,528.06,161.55,1595.95,43.0,98,569.0,569.0,1.0,1.0,True,0.040076,0.395911,838.43,197.01,6.0,503.02,13.0,716.53,19.0,446.57,269.96,142.0,True,True,False,-121.9,-1.691411,Champions,2,107,4031.08,37.673645,Test Smaller Deal
1167,6798.79,150,136,60,708,5.0,797.67,11.33,2855.56,5.0,133,433.0,433.0,2.0,1.0,True,0.001666,0.42001,947.32,173.7,4.0,548.1,14.0,822.58,21.0,487.33,335.25,278.0,True,True,False,-124.74,-24.948,Champions,3,150,6798.79,45.325267,Test Smaller Deal
1376,11041.41,235,180,100,708,211.18,2154.5,672.24,7454.8,34.0,216,520.0,620.0,10.0,3.0,True,0.060884,0.675167,1252.89,249.49,6.0,574.38,12.0,1126.98,22.0,286.11,840.87,191.0,True,True,False,-125.91,-0.596221,Champions,3,235,11041.41,46.984723,Test Smaller Deal
1708,3571.6,58,55,95,700,7.8,1061.94,23.83,2248.96,5.0,57,425.0,425.0,3.0,1.0,True,0.006672,0.629679,336.71,40.14,1.0,172.43,5.0,210.51,6.0,102.11,108.4,286.0,True,True,False,-126.2,-16.179487,At Risk High Value,11,58,3571.6,61.57931,Test Smaller Deal
1391,8105.74,169,148,26,708,38.2,1945.93,123.02,5412.38,16.0,165,233.0,233.0,1.0,1.0,True,0.015177,0.667722,1214.79,310.26,8.0,625.99,16.0,1088.36,26.0,392.51,695.85,478.0,True,True,False,-126.43,-3.309686,Champions,3,169,8105.74,47.962959,Test Smaller Deal
165,2995.47,174,150,47,710,18.94,1034.38,47.49,2277.79,15.0,151,287.0,428.0,2.0,2.0,True,0.015854,0.760412,364.94,29.17,4.0,75.45,8.0,238.16,17.0,76.11,162.05,424.0,True,True,False,-126.78,-6.69377,Champions,1,174,2995.47,17.215345,Test Smaller Deal
1581,1249.26,28,27,433,708,5.5,396.97,14.49,758.36,3.0,26,631.0,631.0,1.0,1.0,True,0.011599,0.607047,380.04,36.28,3.0,121.88,5.0,252.62,8.0,69.69,182.93,80.0,True,True,False,-127.42,-23.167273,Needs Attention,3,28,1249.26,44.616429,Test Smaller Deal
117,2568.21,94,89,30,711,17.5,561.51,37.25,1238.99,11.0,94,426.0,597.0,7.0,4.0,True,0.014504,0.482433,454.76,70.39,2.0,190.96,6.0,325.05,12.0,199.67,125.38,285.0,True,True,False,-129.71,-7.412,Potential Loyalists,0,94,2568.21,27.321383,Test Smaller Deal
702,8205.68,276,229,77,708,14.12,1484.1,24.16,4148.37,8.0,238,427.0,508.0,4.0,2.0,True,0.002944,0.505549,1501.4,401.33,12.0,949.74,27.0,1370.21,39.0,599.57,770.64,284.0,True,True,False,-131.19,-9.291076,Champions,3,276,8205.68,29.730725,Test Smaller Deal
2322,23646.92,323,256,66,711,57.8,2416.49,88.67,9511.52,27.0,289,431.0,442.0,3.0,1.0,True,0.00375,0.402231,2937.24,1085.36,14.0,1800.12,25.0,2801.53,39.0,1630.85,1170.68,280.0,True,True,False,-135.71,-2.347924,Champions,0,323,23646.92,73.210279,Test Smaller Deal
1634,4616.14,85,78,36,709,11.5,940.26,22.15,2170.79,6.0,75,365.0,365.0,2.0,1.0,True,0.004798,0.470261,412.23,13.59,1.0,36.66,2.0,274.41,6.0,154.36,120.05,346.0,True,True,False,-137.82,-11.984348,Potential Loyalists,2,85,4616.14,54.307529,Test Smaller Deal
1437,4775.56,99,89,20,690,139.96,1379.03,373.77,2986.73,19.0,77,638.0,649.0,6.0,2.0,True,0.078267,0.62542,408.47,30.75,1.0,266.24,4.0,266.24,4.0,118.19,148.05,73.0,True,True,False,-142.23,-1.016219,At Risk High Value,21,99,4775.56,48.23798,Test Smaller Deal
2407,6665.22,179,148,86,709,57.15,2796.55,135.5,5426.69,23.0,167,508.0,628.0,9.0,2.0,True,0.020329,0.81418,1209.97,363.7,10.0,726.85,20.0,1067.08,29.0,193.75,873.33,203.0,True,True,False,-142.89,-2.500262,Champions,2,179,6665.22,37.235866,Reduce Deal
490,3886.87,80,71,34,692,289.05,1576.35,731.98,2768.23,35.0,78,430.0,607.0,7.0,3.0,True,0.188321,0.7122,553.84,57.71,2.0,267.4,6.0,409.01,10.0,139.18,269.83,281.0,True,True,False,-144.83,-0.501055,At Risk High Value,19,80,3886.87,48.585875,Test Smaller Deal
766,8350.09,122,102,113,701,30.49,1487.46,120.3,4142.66,13.0,103,568.0,568.0,1.0,1.0,True,0.014407,0.496122,1280.37,379.89,6.0,678.85,11.0,1130.92,16.0,501.75,629.17,143.0,True,True,False,-149.45,-4.901607,At Risk High Value,10,122,8350.09,68.443361,Test Smaller Deal
954,2537.43,53,49,59,694,13.05,890.27,23.66,1585.29,5.0,51,528.0,528.0,2.0,1.0,True,0.009324,0.624762,280.5,25.64,2.0,25.64,2.0,129.45,3.0,42.24,87.21,183.0,True,True,False,-151.05,-11.574713,Hibernating,17,53,2537.43,47.876038,Stop Subsidy
1337,11500.76,244,211,109,711,88.8,2852.49,185.84,7538.9,38.0,225,416.0,605.0,4.0,2.0,True,0.016159,0.655513,1837.1,510.64,9.0,1181.13,21.0,1685.92,37.0,553.7,1132.22,295.0,True,True,False,-151.18,-1.702477,Champions,0,244,11500.76,47.134262,Test Smaller Deal
115,13262.1,201,165,39,708,130.21,1760.5,342.05,6865.57,34.0,178,400.0,647.0,19.0,6.0,True,0.025792,0.517683,1887.04,566.03,8.0,985.68,18.0,1733.1,29.0,843.84,889.26,311.0,True,True,False,-153.94,-1.182244,Champions,3,201,13262.1,65.980597,Test Smaller Deal
1936,5029.86,463,215,32,708,14.0,788.47,56.31,2858.48,7.0,292,453.0,453.0,1.0,1.0,True,0.011195,0.568302,915.02,144.03,7.0,543.42,37.0,760.46,62.0,325.78,434.68,258.0,True,True,False,-154.56,-11.04,Champions,3,463,5029.86,10.863629,Test Smaller Deal
2042,4809.05,29,27,52,683,28.58,897.1,90.43,2466.37,7.0,27,443.0,493.0,5.0,2.0,True,0.018804,0.51286,762.83,37.01,1.0,321.23,2.0,606.64,4.0,271.05,335.59,268.0,True,True,False,-156.19,-5.46501,At Risk High Value,28,29,4809.05,165.82931,Test Smaller Deal
1965,4142.69,163,142,109,708,41.43,691.59,62.89,2808.65,19.0,146,418.0,593.0,4.0,3.0,True,0.015181,0.677977,924.51,163.34,8.0,457.14,17.0,768.05,30.0,284.22,483.83,293.0,True,True,False,-156.46,-3.77649,Champions,3,163,4142.69,25.415276,Test Smaller Deal
8,5534.97,113,103,65,706,30.2,1108.5,78.7,2765.89,17.0,104,422.0,422.0,1.0,1.0,True,0.014219,0.499712,790.3,291.43,7.0,458.15,12.0,632.63,17.0,362.64,269.99,289.0,True,True,False,-157.67,-5.220861,Loyal Customers,5,113,5534.97,48.982035,Test Smaller Deal
1256,5274.32,170,157,20,706,19.7,453.97,34.08,1850.09,12.0,148,428.0,622.0,6.0,3.0,True,0.006461,0.350773,624.06,176.51,10.0,257.89,13.0,465.17,19.0,254.14,211.03,283.0,True,True,False,-158.89,-8.065482,Loyal Customers,5,170,5274.32,31.025412,Test Smaller Deal
878,5980.72,181,147,90,709,1.0,1553.32,3.64,3254.67,1.0,166,523.0,523.0,2.0,1.0,True,0.000609,0.544194,775.74,106.01,5.0,347.17,12.0,607.5,19.0,218.8,388.7,188.0,True,True,False,-168.24,-168.24,Champions,2,181,5980.72,33.042652,Test Smaller Deal
282,4162.56,110,93,61,711,43.69,604.6,141.57,2010.62,12.0,85,464.0,533.0,6.0,2.0,True,0.03401,0.483025,632.31,101.43,5.0,368.98,12.0,463.42,14.0,245.63,217.79,247.0,True,True,False,-168.89,-3.865644,Champions,0,110,4162.56,37.841455,Test Smaller Deal
2351,16616.78,322,252,100,708,56.89,3504.14,201.48,10321.04,25.0,301,517.0,626.0,12.0,2.0,True,0.012125,0.621122,2466.85,644.57,12.0,1469.02,29.0,2296.05,40.0,891.37,1404.68,194.0,True,True,False,-170.8,-3.002285,Champions,3,322,16616.78,51.604907,Test Smaller Deal
14,2761.19,140,98,4,704,21.33,611.31,39.19,1579.32,10.0,112,540.0,540.0,3.0,1.0,True,0.014193,0.571971,400.39,137.85,8.0,192.65,14.0,229.43,21.0,77.21,152.22,171.0,True,True,False,-170.96,-8.015002,Loyal Customers,7,140,2761.19,19.722786,Test Smaller Deal
2007,8887.75,191,160,62,710,78.29,1327.51,112.94,4996.73,23.0,182,334.0,683.0,23.0,5.0,True,0.012707,0.562204,1153.45,326.15,6.0,737.62,15.0,982.37,22.0,426.46,555.91,377.0,True,True,False,-171.08,-2.185209,Champions,1,191,8887.75,46.532723,Test Smaller Deal
1460,2455.68,57,53,69,652,31.0,391.05,82.6,1154.6,9.0,46,241.0,241.0,1.0,1.0,True,0.033636,0.470175,552.01,112.22,3.0,175.65,5.0,379.8,8.0,160.82,218.98,470.0,True,True,False,-172.21,-5.555161,Hibernating,59,57,2455.68,43.082105,Test Smaller Deal
454,8215.93,356,311,10,710,49.82,2608.65,105.55,5290.17,28.0,342,457.0,457.0,1.0,1.0,True,0.012847,0.643892,1182.61,403.73,12.0,754.59,23.0,1008.99,36.0,403.09,605.9,254.0,True,True,False,-173.62,-3.484946,Champions,1,356,8215.93,23.078455,Test Smaller Deal
545,2660.28,56,55,91,708,18.0,481.08,54.79,1447.48,14.0,54,459.0,638.0,7.0,2.0,True,0.020596,0.544108,401.54,132.0,3.0,197.84,4.0,225.41,5.0,100.75,124.66,252.0,True,True,False,-176.13,-9.785,Potential Loyalists,3,56,2660.28,47.505,Test Smaller Deal
2314,5078.05,86,83,101,695,22.6,829.28,49.98,2183.21,15.0,75,507.0,600.0,3.0,2.0,True,0.009842,0.429931,619.89,69.85,3.0,198.57,5.0,442.57,11.0,172.37,270.2,204.0,True,True,False,-177.32,-7.846018,At Risk High Value,16,86,5078.05,59.047093,Test Smaller Deal
305,3827.02,141,125,30,709,36.5,661.63,114.4,2063.52,7.0,121,594.0,608.0,2.0,1.0,True,0.029893,0.539198,553.62,112.84,3.0,257.57,8.0,373.81,14.0,230.28,143.53,117.0,True,True,False,-179.81,-4.926301,Champions,2,141,3827.02,27.141986,Test Smaller Deal
1083,1396.93,54,48,9,694,3.3,356.16,7.96,827.33,4.0,48,413.0,413.0,1.0,1.0,True,0.005698,0.592249,255.76,0.0,0.0,50.85,2.0,75.69,3.0,28.46,47.23,298.0,True,True,False,-180.07,-54.566667,Hibernating,17,54,1396.93,25.869074,Stop Subsidy
413,5963.78,284,222,37,702,5.0,561.01,26.91,2849.82,4.0,211,606.0,609.0,2.0,1.0,True,0.004512,0.477855,755.8,187.83,12.0,362.8,19.0,574.08,27.0,322.4,251.68,105.0,True,True,False,-181.72,-36.344,At Risk High Value,9,284,5963.78,20.999225,Test Smaller Deal
2199,5639.17,155,145,107,706,33.75,1080.52,51.74,3604.35,16.0,150,436.0,637.0,13.0,4.0,True,0.009175,0.639163,992.47,282.87,9.0,581.37,18.0,809.35,24.0,274.29,535.06,275.0,True,True,False,-183.12,-5.425778,Loyal Customers,5,155,5639.17,36.381742,Test Smaller Deal
156,5224.07,587,326,115,710,30.94,787.53,55.44,3177.25,16.0,495,524.0,591.0,2.0,2.0,True,0.010612,0.608194,530.25,193.82,22.0,292.49,35.0,346.32,45.0,174.72,171.6,187.0,True,True,False,-183.93,-5.944732,Champions,1,587,5224.07,8.899608,Test Smaller Deal
687,3205.8,69,60,6,708,42.1,783.0,121.26,1802.61,10.0,66,617.0,630.0,5.0,1.0,True,0.037825,0.562296,548.75,155.4,5.0,281.34,11.0,364.35,12.0,104.42,259.93,94.0,True,True,False,-184.4,-4.380048,Potential Loyalists,3,69,3205.8,46.46087,Test Smaller Deal
383,5763.44,150,136,75,693,31.7,917.25,221.99,2943.82,25.0,131,439.0,439.0,1.0,1.0,True,0.038517,0.510775,961.68,154.42,4.0,472.55,15.0,776.0,22.0,439.34,336.66,272.0,True,True,False,-185.68,-5.857413,At Risk High Value,18,150,5763.44,38.422933,Test Smaller Deal
982,18790.34,412,300,66,710,251.91,2648.48,609.81,9328.29,75.0,371,421.0,639.0,19.0,7.0,True,0.032453,0.496441,2146.12,675.07,16.0,1343.58,31.0,1960.16,42.0,946.08,1014.08,290.0,True,True,False,-185.96,-0.7382,Champions,1,412,18790.34,45.607621,Test Smaller Deal
2366,5500.03,168,136,104,705,55.92,997.83,84.37,3615.99,17.0,157,411.0,544.0,9.0,3.0,True,0.01534,0.657449,1000.86,196.25,6.0,471.17,14.0,811.66,27.0,310.29,501.37,300.0,True,True,False,-189.2,-3.383405,Loyal Customers,6,168,5500.03,32.738274,Test Smaller Deal
712,11711.02,256,226,35,710,102.95,1948.17,221.85,5514.68,37.0,213,291.0,629.0,10.0,3.0,True,0.018944,0.470897,1553.57,425.95,9.0,947.84,23.0,1363.5,33.0,723.83,639.67,420.0,True,True,False,-190.07,-1.846236,Champions,1,256,11711.02,45.746172,Test Smaller Deal
306,5716.73,185,149,100,711,173.21,2026.3,357.34,4227.89,43.0,170,414.0,420.0,4.0,1.0,True,0.062508,0.739564,803.81,204.34,8.0,363.04,16.0,607.3,26.0,126.17,481.13,297.0,True,True,False,-196.51,-1.134519,Champions,0,185,5716.73,30.901243,Test Smaller Deal
321,5935.66,106,101,60,690,119.39,1296.43,350.36,3183.86,23.0,95,446.0,446.0,2.0,1.0,True,0.059026,0.536395,940.02,183.31,7.0,534.52,18.0,741.46,21.0,331.63,409.83,265.0,True,True,False,-198.56,-1.663121,At Risk High Value,21,106,5935.66,55.996792,Test Smaller Deal
426,7860.85,228,193,102,710,76.75,1288.23,194.97,5216.5,41.0,219,420.0,635.0,11.0,3.0,True,0.024803,0.663605,1307.33,434.21,13.0,844.38,28.0,1107.87,35.0,338.89,768.98,291.0,True,True,False,-199.46,-2.598827,Champions,1,228,7860.85,34.477412,Test Smaller Deal
2406,4860.81,138,128,16,695,11.6,614.71,31.22,2009.09,6.0,106,443.0,443.0,2.0,1.0,True,0.006423,0.413324,707.2,27.97,2.0,311.98,10.0,504.7,21.0,270.39,234.31,268.0,True,True,False,-202.5,-17.456897,At Risk High Value,16,138,4860.81,35.223261,Test Smaller Deal
2420,4583.46,102,79,36,666,3.99,809.26,0.0,2168.19,1.0,83,546.0,546.0,1.0,1.0,True,0.0,0.473047,901.29,110.05,4.0,331.44,6.0,697.74,15.0,332.79,364.95,165.0,True,True,False,-203.55,-51.015038,At Risk High Value,45,102,4583.46,44.935882,Test Smaller Deal
2222,3076.27,40,40,30,707,63.84,646.15,178.15,1669.25,9.0,40,433.0,433.0,1.0,1.0,True,0.057911,0.542621,458.68,146.62,3.0,204.06,4.0,255.0,6.0,80.5,174.5,278.0,True,True,False,-203.68,-3.190476,Potential Loyalists,4,40,3076.27,76.90675,Test Smaller Deal
393,3895.24,180,152,57,711,18.49,878.49,45.15,1995.06,9.0,144,416.0,416.0,1.0,1.0,True,0.011591,0.512179,726.74,344.16,19.0,441.9,26.0,522.31,30.0,218.0,304.31,295.0,True,True,False,-204.43,-11.056247,Champions,0,180,3895.24,21.640222,Test Smaller Deal
256,9850.35,125,115,33,711,126.51,1153.31,313.01,3576.46,36.0,111,243.0,678.0,33.0,10.0,True,0.031777,0.363079,1397.22,262.0,6.0,673.84,10.0,1192.04,19.0,804.82,387.22,468.0,True,True,False,-205.18,-1.621848,Champions,0,125,9850.35,78.8028,Test Smaller Deal
1394,4391.58,151,144,118,707,18.89,783.46,38.97,1775.6,13.0,136,420.0,599.0,3.0,3.0,True,0.008874,0.404319,707.96,153.66,7.0,335.91,14.0,501.29,20.0,321.28,180.01,291.0,True,True,False,-206.67,-10.940709,Loyal Customers,4,151,4391.58,29.083311,Test Smaller Deal
222,5897.9,130,117,45,709,4.5,682.53,3.99,2366.85,3.0,121,415.0,415.0,1.0,1.0,True,0.000677,0.401304,552.42,77.54,3.0,140.72,4.0,339.75,9.0,222.03,117.72,296.0,True,True,False,-212.67,-47.26,Champions,2,130,5897.9,45.368462,Test Smaller Deal
1754,4120.16,209,175,38,704,245.32,1659.08,337.59,2814.63,52.0,180,680.0,682.0,2.0,1.0,True,0.081936,0.683136,460.4,242.88,12.0,242.88,12.0,242.88,12.0,86.17,156.71,31.0,True,True,False,-217.52,-0.886679,Loyal Customers,7,209,4120.16,19.713684,Test Smaller Deal
2066,2141.78,112,86,65,710,12.9,580.64,50.81,1411.37,9.0,89,387.0,387.0,1.0,1.0,True,0.023723,0.658971,453.77,155.25,12.0,192.7,17.0,234.91,20.0,134.48,100.43,324.0,True,True,False,-218.86,-16.965891,Loyal Customers,1,112,2141.78,19.123036,Test Smaller Deal
1935,12371.26,177,147,114,711,340.59,1243.89,1342.97,6432.66,64.0,161,424.0,704.0,9.0,4.0,True,0.108556,0.519968,1989.45,493.78,6.0,1208.97,15.0,1770.14,26.0,724.86,1045.28,287.0,True,True,False,-219.31,-0.643912,Champions,0,177,12371.26,69.894124,Test Smaller Deal
1759,4009.62,219,141,116,706,6.0,1010.99,25.0,2513.24,3.0,151,425.0,425.0,1.0,1.0,True,0.006235,0.626803,876.58,221.13,27.0,393.02,29.0,656.18,32.0,229.67,426.51,286.0,True,True,False,-220.4,-36.733333,Loyal Customers,5,219,4009.62,18.308767,Test Smaller Deal
1630,9265.32,188,181,103,710,66.55,1597.05,221.88,4096.33,29.0,179,443.0,675.0,3.0,3.0,True,0.023947,0.442114,1401.88,403.47,9.0,798.41,17.0,1180.91,25.0,667.98,512.93,268.0,True,True,False,-220.97,-3.320361,Champions,1,188,9265.32,49.283617,Test Smaller Deal
421,6013.04,194,158,80,705,146.52,1692.53,404.91,4367.39,23.0,173,453.0,453.0,1.0,1.0,True,0.067339,0.72632,705.45,201.89,5.0,363.65,11.0,468.09,16.0,103.1,364.99,258.0,True,True,False,-237.36,-1.619984,Loyal Customers,6,194,6013.04,30.995052,Test Smaller Deal
473,3208.71,70,56,81,709,5.0,683.21,4.88,2056.07,2.0,69,605.0,605.0,3.0,1.0,True,0.001521,0.640778,484.97,146.12,3.0,209.93,5.0,246.02,6.0,75.63,170.39,106.0,True,True,False,-238.95,-47.79,Potential Loyalists,2,70,3208.71,45.838714,Test Smaller Deal
771,7990.97,497,371,115,711,18.39,1990.83,33.16,4207.26,10.0,434,567.0,567.0,3.0,1.0,True,0.00415,0.526502,1639.9,542.8,29.0,1027.53,59.0,1398.95,81.0,524.41,874.54,144.0,True,True,False,-240.95,-13.102229,Champions,0,497,7990.97,16.07841,Test Smaller Deal
588,9540.54,262,211,28,710,88.08,1326.68,272.98,5074.24,26.0,214,339.0,633.0,22.0,6.0,True,0.028613,0.531861,1589.29,591.4,20.0,1050.84,37.0,1344.63,43.0,526.78,817.85,372.0,True,True,False,-244.66,-2.777702,Champions,1,262,9540.54,36.414275,Test Smaller Deal
889,12983.01,216,187,37,711,350.73,2154.35,1052.46,8000.35,45.0,198,235.0,684.0,23.0,8.0,True,0.081064,0.616217,2033.51,486.83,7.0,1236.91,22.0,1788.23,28.0,709.73,1078.5,476.0,True,True,False,-245.28,-0.699341,Champions,0,216,12983.01,60.106528,Test Smaller Deal
755,10617.05,307,246,36,709,34.34,562.61,44.65,9106.83,8.0,263,529.0,635.0,12.0,2.0,True,0.004205,0.857755,1112.03,356.99,9.0,599.57,15.0,861.63,22.0,83.75,777.88,182.0,True,True,False,-250.4,-7.291788,Champions,2,307,10617.05,34.583225,Reduce Deal
546,3339.0,122,101,106,633,19.63,847.85,90.02,1842.69,10.0,113,600.0,600.0,2.0,1.0,True,0.02696,0.551869,392.42,59.05,1.0,135.31,3.0,135.31,3.0,55.7,79.61,111.0,True,True,False,-257.11,-13.097809,At Risk High Value,78,122,3339.0,27.368852,Stop Subsidy
1229,18304.31,385,300,27,711,43.2,1681.31,173.39,7301.36,21.0,344,491.0,622.0,6.0,3.0,True,0.009473,0.398887,2287.47,937.23,21.0,1272.78,28.0,2024.32,46.0,1164.74,859.58,220.0,True,True,False,-263.15,-6.091435,Champions,0,385,18304.31,47.543662,Test Smaller Deal
196,5261.19,186,162,68,711,31.83,1291.67,85.49,2917.01,16.0,166,590.0,590.0,5.0,2.0,True,0.016249,0.554439,684.18,138.14,7.0,366.67,11.0,417.19,13.0,195.8,221.39,121.0,True,True,False,-266.99,-8.387999,Champions,0,186,5261.19,28.285968,Test Smaller Deal
492,7148.28,117,84,118,633,101.66,1534.87,245.8,4489.24,35.0,113,521.0,620.0,3.0,2.0,True,0.034386,0.628017,1461.21,406.41,7.0,845.63,14.0,1191.4,19.0,414.1,777.3,190.0,True,True,False,-269.81,-2.654043,At Risk High Value,78,117,7148.28,61.09641,Test Smaller Deal
2398,2035.1,76,66,99,645,20.65,413.76,48.17,1118.09,12.0,68,637.0,637.0,1.0,1.0,True,0.02367,0.549403,287.71,15.03,2.0,15.03,2.0,15.03,2.0,8.53,6.5,74.0,True,True,False,-272.68,-13.204843,Needs Attention,66,76,2035.1,26.777632,Stop Subsidy
